"Data Source","World Development Indicators",

"Last Updated Date","2016-08-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","570","650","630","650","660","660","700","720","770","810","800","880","920","1060","990","1090","1220","1330","1440","1570","1680","1800","1970","2090","2240","2360",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11750","12610","13200","13850","14540","15550","14690","15590","15980","17200","18570","18450","19450","19630","19700","20070","21460","22670","25140","24420","26080","26760","26480","27390","","",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4986.5139860224","4907.2385488109","5145.83712005013","5259.26122598972","5323.3750179968","5507.39617520829","5783.34150093154","6029.32474459449","6416.3378105638","6664.35978171913","7012.25563810687","7292.46915450657","7513.29757262548","7710.98634064217","8404.23278161534","8959.02438969125","9659.86265592194","10424.530128234","10888.9560920541","11047.1826900502","11496.5755139704","11454.3026984661","11773.7855152031","11855.5690042356","12049.4549019756","",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6950","7150","7410","7740","8230","8500","10700","12630","14130","13150","13350","14330","14050","14910","15250","15890",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3250","3070","2760","2680","2810","3040","3160","3310","3470","3600","3670","3840","4040","4350","4890","5270","5870","6490","7050","6820","6920","8170","9220","10510","11020","11070",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","250","230","240","250","260","330","360","400","420","420","470","470","540","570","620","670","720","770","830","870","940","1010","1070","1120","1170",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","1780","1800","1880","1800","1970","2210","2090","2120","2250","2200","2150","2280","2370","2500","2720","3070","3180","3230","3200","3210","3300","3450","3630","3710","",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4850","5230","5630","5970","6220","6580","6960","7430","7870","8100","8940","9390","9670","10060","10900","11330","12150","13400","14150","14470","15470","16220","17020","17950","18400","19290",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470","520","490","550","490","580","640","660","660","670","680","650","660","690","730","760","800","870","930","980","1020","1060","1060","1090","1140","1140",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6470","7070","7650","8430","9170","10040","10960","11580","10570","10940","11760","11950","12630","13540","14620","15730","17080","18460","19220","18940","20020","21350","22270","23430","24860","26140",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23286.0666531577","23694.9784262007","24627.641337062","25447.6051862102","26773.4145365585","27947.9787885214","29290.2945901237","30886.5263370846","32443.9611321272","34048.1640562071","36089.3375902442","37000.2555895","37732.8174117561","39100.3860974488","41335.0106667563","43808.992070398","46395.7543298191","47463.7381358948","47744.4295335763","46344.3233356237","47936.6320389368","49718.1167653305","51720.2030363333","52981.7930481359","54078.450526876","55184.5593753317",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3740","4110","4250","4210","4240","4470","4460","4580","4680","4650","4880","4920","5220","5690","6280","6380","7010","7480","7720","7650","7900","8390","8660","9400","9960","10380",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","570","590","550","550","560","560","580","580","630","620","600","630","640","660","660","680","720","740","790","760","800","800","870","890","930","950",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770","1780","1770","1700","1750","1840","1950","1990","1960","","1950","2120","2160","2340","3140","3240","3870","3960","4170","4320","4750","4940","5150","5360","5730","5800",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1910","1530","1430","1490","1790","1970","2120","2240","2360","2520","2650","2730","2770","2870","3070","3300","3440","3700","3850","3710","3830","4110","4350","4570","4820","5050",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18660","19680","20240","20990","22080","23320","24530","25930","27280","29370","32150","32780","34010","34220","36030","37450","41660","44320","45280","44430","45140","47240","47410","48900","48290","48400",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17740","18740","19960","20860","22390","23790","26280","28180","27630","30160","36300","37820","37850","39230","43260","48890","54730","56680","62150","56480","59440","63330","65940","67500","68510","64590",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","830","860","890","960","990","1030","1080","1100","1150","1220","1290","1290","1340","1420","1510","1600","1690","1800","1890","1970","2050","2170","2270","2410","2500",
"Nauru","NRU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14240","13580","13950","14810","15940","16770","17090","17990","18440","19350","20290","21360","22160","22850","23710","24090","25830","27170","27390","29230","29440","30800","31280","35130","36210","35680",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16362.8855937816","17008.2849929845","17620.4468719565","18260.1014180975","19101.2689293445","19870.5402740631","20791.3730618606","21830.2764218229","22731.2646342351","23638.589732179","25181.216526328","25997.9985676709","26700.7452127588","27471.1489264305","28995.8612124132","30548.9683012529","32665.3132600757","34063.2785572337","34745.4005022213","33864.0805584172","35153.0698234038","36538.1356509902","37634.4996986771","38557.4952121734","39286.1820402351","40001.729367719",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22050","23390","24390","25400","25980","27280","28180","30220","31070","31520","33930","35810","34580","34260","35090","35550","35200","40640","42870","43320","43080","39890","39420","38570","36960","37340",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12281.9397921055","13075.9797352908","15225.6887943271","16838.4839789703","18023.2558414817","17649.1198863232","18701.3635961944","20599.0857364854","21555.5820132812","22453.9461650722","23067.4894770707","23773.3082578539",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2060","2140","2260","2290","2350","2470","2550","2540","2570","2640","2740","2800","2920","3140","3370","3660","3920","4120","4200","4290","4370","4520","4690","4870","5100","5350",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4780","5200","5680","6120","6370","6380","6620","6870","7300","7410","7770","7810","8260","8380","8940","9730","10650","12460","13520","13390","13720","15830","17470","18600","19690","20710",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3400","3380","3370","3530","3990","4290","4470","4780","4790","4870","5010","5130","5390","5600","5850","6250","6710","7420","8240","8310","8950","9570","10340","11110","11490","11960",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2550","2590","2630","2700","2840","2980","3160","3360","3580","3650","3930","4080","4220","4570","4940","5370","5710","6140","6490","6830","7360","6890","7420","8020","8480","8900",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10780","10030","9100","9290","10570","11650","11830","11560","11330","10100","10670","11350","10940","12110","12550","12500","12700","12100","11230","11690","12360","12970","12630","13320","14700",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1110","1180","1400","1500","1470","1520","1480","1400","1390","1380","1350","1340","1300","1370","1510","1490","1780","1890","1930","1990","2240","2410","2540","2800","",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5610","5800","6180","6850","7430","8120","8850","9450","9990","10700","11100","11700","12070","12670","13570","14830","16380","17700","18600","20200","21790","22860","23750","24450","25400",
"Pre-demographic dividend","PRE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1702.64697876516","1773.265462944","1758.546474486","1708.59531036462","2073.96264542172","2201.58671760065","2476.09644964745","2602.66524196447","2760.75952883675","2822.26211207562","2972.9097856125","3089.70028856515","3257.62513308754","3386.59669818601","3497.20854631811","3541.20499373696",
"Puerto Rico","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11540","11940","12230","12830","13310","13930","14480","15090","15660","16460","17280","18690","18890","19650","20730","21830","22710","23170","23060","22490","22060","22390","23290","24030","","",
"Korea, Dem. People’s Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11180","12110","12590","12620","12930","13780","14240","14990","15720","16720","17510","18220","18990","19580","19990","21730","23110","24420","25080","25250","26040","26410","26470","27550","28290","28590",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4360","4650","4660","4610","4510","4170","4220","4330","4130","4410","4590","5080","5740","6220","5850","6640","7120","6940","8020","8500","8670",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2743.05025741717","2753.23748728498","2889.59096106935","2950.55160651716","3074.69131948255","3259.52317273743","3376.79762787499","3484.48228013552","3521.7330265023","3726.37590485102","3846.01128888605","3895.78177117211","4034.80224701497","4094.98584158076","4364.15063560173","4547.03049131042","4571.3575639509","4691.30401263656","4759.91410423837","4665.57417009681","4726.27642574591","4763.7184955524","4927.55360802276","5244.46703772424","5432.36811394586","5643.22617033366",
"Post-demographic dividend","PST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17714.0915232494","18384.4319161288","18999.603365894","19479.8756858038","20361.3706999118","21270.3371109319","22238.2367281707","23349.2961857952","24193.486828207","25236.9817990523","26895.6213105909","27921.4711432408","28759.1146753718","29701.2760520601","31379.2523526662","33071.1203090771","35372.2910007323","36894.9675969232","37620.1872859573","36631.8161214204","38003.125359574","39434.7359887967","40637.8507104755","41750.81040506","42478.1934289419","43266.1616913779",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97910","89130","106530","108260","109610","103620","112150","123640","126790","130980","135180","140720",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5480","5000","4690","4870","5180","5670","5970","5530","5250","5360","5690","6470","7020","7620","8540","9300","11040","12810","15580","15570","16330","17330","18580","19150","20110","20900",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","7820","6790","6350","5710","5560","5440","5580","5220","5680","6650","7270","7880","8970","10010","11540","14480","16280","19600","18760","19860","23360","24520","23300","24270","23790",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","570","650","640","350","490","540","580","590","600","630","670","750","760","830","900","990","1070","1170","1220","1290","1380","1490","1540","1630","1720",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.78229623339","1234.03325772986","1304.59783323762","1365.13962252606","1447.26906054023","1549.86811033539","1650.71465202113","1707.56085750965","1786.2366662812","1916.90351041791","1998.03548287942","2095.23929155027","2177.25440503367","2346.12051942955","2547.26516831064","2812.56912465023","3098.174062399","3392.44244771912","3535.6187588529","3777.9757661966","4093.12271406528","4383.50254708476","4642.87908585869","4939.93120468271","5290.19574153968","5652.80346265144",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24400","26230","26950","26570","26120","26260","26850","27380","27830","27320","28080","27920","27610","29280","32260","35170","37430","39410","42590","42740","43930","48160","50470","51600","53340","54730",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040","1050","1140","1210","1240","1310","1410","1560","1590","1600","1670","1750","1840","1940","2010","2180","2430","2680","2870","2880","2930","3340","3720","3820","3940","4080",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1190","1220","1210","1200","1260","1300","1320","1390","1450","1500","1560","1550","1650","1750","1850","1920","2010","2080","2060","2120","2130","2200","2220","2300","2390",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21950","23390","25260","27510","30900","32940","34140","37340","35510","37810","40680","39940","41130","44160","47270","51460","57800","62360","60500","58720","70160","73520","74720","78220","81570","81190",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","890","940","890","970","1030","1000","1610","1610","1590","1370","1260","1200","1280","1360","1430","1550","1540","1490","1200","1300","1500","1870","2100","2030","2180",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","860","690","770","720","730","780","750","740","740","790","720","890","950","990","1020","1070","1240","1340","1390","1350","1450","1450","1910","1950","1560",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850","3010","3300","3590","3860","4150","4250","4450","4640","4790","4990","5170","5320","5500","5730","6100","6540","6960","7200","6940","7120","7390","7570","7780","7980","8220",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5620","5820","5190","5780","6220","6740","7170","8040","8750","9760","10240","11570","11610","11550","12290","12550","13100","13150","12800",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500.6732589757","1533.63759658874","1496.15311670008","1484.95965950442","1503.60283431666","1572.40698952891","1656.97506280391","1708.03530903377","1714.14550064859","1733.77500047995","1777.04484019862","1848.84376210679","1886.85229517549","1958.98173694964","2190.18594192917","2325.14168671932","2568.62936595416","2707.51232894846","2823.92360123288","2869.200142241","3011.78222024454","3129.17624965909","3232.22097764319","3356.80507175331","3501.1817526975","3560.01959605569",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2530","2640","2610","2230","1740","1850","1800","1630",
"Sub-Saharan Africa","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1501.69466983519","1534.70751903366","1497.32473315325","1486.21116958154","1504.85533744852","1573.58816765445","1658.21633735211","1709.44316628125","1715.63936274721","1735.26577269334","1778.52009437008","1850.31084445062","1888.19389647287","1960.27973929456","2191.53501851361","2326.63280739418","2570.26506069788","2709.16951592463","2825.47968408118","2870.7406491036","3013.40765025814","3130.91505538568","3234.10556863509","3358.79622215391","3503.18898563949","3562.07975294083",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11403.8560052306","12142.1802175383","13964.9662645322","15318.7378854672","16304.2136343298","15932.0515878042","16756.0038979317","18156.0007563003","18964.2386361768","19799.8289356334","20349.5451020147","20949.639488666",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1630","1660","1790","1870","2030","2340","2440","2560","2620","2710","2830","2940","3040","3160","",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6690","6950","7020","","6820","6990","7130","7450","7520","7070","7600","6240","7720","8290","9100","10370","11490","12520","13240","13520","13880","14220","15110","15860","16480","16870",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8510","9270","9960","10510","10510","11100","12240","13090","13210","14390","16070","18240","20800","23400","23170","24520","24310","25660","27160","27710","28200",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13370","14150","15140","16010","17070","17910","18860","20030","20800","22450","23750","25640","27070","28800","27100","27320","28300","28270","28960","30330","30830",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19860","20020","19870","19690","21100","22390","23260","24200","25380","27130","29380","29830","30860","32600","34450","34800","38460","42000","43580","40680","42980","45020","45880","46420","46140","47390",
"Swaziland","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4300","4430","4590","4610","4520","5020","5370","5500","5350","5600","5550","5980","5720","5790","6230","6970","6890","7280","7360","7220","7010","7230","7390","7470","7910","8040",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8800","9310","10150","10860","10990","10580","11240","12760","13530","13650","13870","14200","13140","13270","14320","16020","17690","18380","17630","17880","18840","20990","22930","24360","24900","25760",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","780","840","680","750","760","760","780","830","800","780","850","890","860","1150","1350","1340","1410","1400","1620","1820","1810","1950","1980","2070","2110",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410.7246012892","1522.0156118406","1701.38292285011","1940.92095356689","2169.78431050302","2379.71198602791","2606.31921471955","2799.51396392923","2810.5821835303","2981.54637232961","3239.67253746083","3479.76197495728","3771.01906022273","4207.13867024429","4665.6920719297","5213.32327062195","5917.1854041168","6763.04164952561","7435.01104027852","7946.44713720571","8738.27642611853","9519.80851764476","10379.4061761845","11157.3611369671","12043.0795338996","12815.8436254609",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6201.74346027628","6002.3804841103","5474.8989404458","5277.03915299838","4889.14742980202","4899.36848139252","4996.61027194608","5200.30904334405","5522.79472238853","5705.16353150769","6370.02144230773","6737.11778996847","7187.81481304109","7815.14333845371","8713.9818726809","9743.04846426174","11448.1887551561","12740.266548529","14503.9893927738","14123.8122689568","15050.8090350911","16829.1521186312","17615.4972507456","17620.2308781929","18328.4859025246","18312.8436749396",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","860","820","690","770","840","930","1050","1020","1020","1010","990","980","1020","1040","1050","1100","1130","1020","1040","1050","1070","1110","1130","1270","1320",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4240","4700","5110","5640","6170","6730","7130","6940","6340","6710","7170","7440","7870","8460","9130","9740","10570","11450","11880","11840","12720","13350","14250","14590","14900","15210",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2350","2210","1570","1310","1020","890","720","770","810","840","900","990","1100","1200","1370","1480","1590","1750","1910","1940","2050","2220","2370","2530","3340","3320",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4450","3770","3400","3620","3300","3450","3970","3980","4340","4380","4640","4940","5390","6360","7170","8070","8440","9000","10260","11490","12850","14340","15760",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5553.60208036172","5891.48641396446","6131.83015171839","6738.63575023101","7055.84982743195","7087.62321138932","7361.09428549114","7753.17096200678","7847.20297475962","7856.3835982059","8245.40605616101","8356.2436737949","8357.46923533828","8553.18921663443","9225.11659984381","9911.14041933378","10730.2715912267","11605.9084980662","12175.1711380935","12044.7072944565","12931.97781921","13759.7075568055","14167.2284012038","14472.4889943263","15101.5946795297","14995.1582203611",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5011.46316340369","4932.69034523552","5173.55689321712","5288.74323484382","5354.41722765158","5539.8233388782","5818.53568314969","6062.03096254865","6444.04007302556","6687.75840804434","7047.15572017163","7335.06984626195","7560.33789559198","7757.38075611055","8455.63308476611","9011.15588508602","9721.88141038415","10496.0259226302","10971.2903680547","11125.2687723363","11580.8303610581","11535.1572225513","11851.5739870634","11938.0287574648","12135.5042644856","",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","1870","2080","1710","1690","2090","3230","4560","7120","5300","6020","7560","7780","6990","5120","3820",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2370","2580","2620","2780","3080","3170","3230","3280","3450","3590","3700","3860","4090","4200","4340","4460","4600","4510","4670","4720","5010","5180","5270","5190","5290","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.78229623339","1234.03325772986","1304.59783323762","1365.13962252606","1447.26906054023","1549.86811033539","1650.71465202113","1707.56085750965","1786.2366662812","1916.90351041791","1998.03548287942","2095.23929155027","2177.25440503367","2346.12051942955","2547.26516831064","2812.56912465023","3098.174062399","3392.44244771912","3535.6187588529","3777.9757661966","4093.12271406528","4383.50254708476","4642.87908585869","4939.93120468271","5290.19574153968","5652.80346265144",
